overall_qmat,ground_sq,second_sq,possible_cars_in_garage,year_built,first_sq,total_rooms,bas_bath_count,overall_cond,overall_sq,fireplaces,sale_price,house_age,total_living_area,area_per_room
0.7,0.5087719298245614,0.0,3,2006,0.6670500287521565,7,0,0.5,0.5803363518758086,1,279500,0.024193548387096774,0.5087719298245614,0.44111695669769313
0.6,0.40307017543859647,0.0,1,1960,0.5284646348476136,5,1,0.5,0.5976714100905562,1,157000,0.3951612903225806,0.40307017543859647,0.6166194523135031
0.7,0.22807017543859648,0.0,2,1929,0.2990224266820012,5,0,0.8,0.2871927554980595,0,132000,0.6451612903225806,0.22807017543859648,0.2398489140698773
0.6,0.293859649122807,0.0,2,1970,0.3852788959171938,5,1,0.7,0.6184346701164295,1,149000,0.31451612903225806,0.293859649122807,0.3814919735599622
0.4,0.4219298245614035,0.0,2,1967,0.5531914893617021,6,0,0.5,0.589327296248383,0,90000,0.3387096774193548,0.4219298245614035,0.45325779036827196
0.5,0.34210526315789475,0.0,2,2004,0.4485336400230018,6,1,0.5,0.7771668822768435,0,159000,0.04032258064516129,0.34210526315789475,0.3100409191060748
0.5,0.4407894736842105,0.0,1,1958,0.5779183438757908,6,0,0.6,0.38033635187580855,0,139000,0.41129032258064513,0.4407894736842105,0.487094743468681
0.7,0.3394736842105263,0.0,1,1930,0.44508338125359403,6,0,0.7,0.37315653298835705,1,139400,0.6370967741935484,0.3394736842105263,0.3053194837897386
0.8,0.6407894736842106,0.0,2,2002,0.8401380103507764,7,0,0.5,0.5214747736093144,1,230000,0.056451612903225805,0.6407894736842106,0.6441386753001483
0.5,0.31842105263157894,0.0,2,1976,0.4174813110983324,6,1,0.7,0.16455368693402328,1,129900,0.2661290322580645,0.31842105263157894,0.2675480012590493
0.5,0.31842105263157894,0.0,1,1968,0.4174813110983324,6,1,0.8,0.4247089262613195,1,154000,0.33064516129032256,0.31842105263157894,0.2675480012590493
0.8,0.5552631578947368,0.0,3,2007,0.7280046003450259,7,0,0.5,0.8117723156532989,1,256300,0.016129032258064516,0.5552631578947368,0.5126129772022123
0.5,0.2482456140350877,0.0,2,1951,0.3254744105807936,5,0,0.7,0.3570504527813713,0,134800,0.46774193548387094,0.2482456140350877,0.28328611898017
0.8,0.6008771929824561,0.0,3,2007,0.7878090856814262,7,1,0.5,0.6337645536869341,1,306000,0.016129032258064516,0.6008771929824561,0.5827600161877782
0.5,0.5552631578947368,0.0,1,1957,0.7280046003450259,6,1,0.6,0.9470245795601552,2,207500,0.41935483870967744,0.5552631578947368,0.6924771797293043
0.4,0.08157894736842106,0.0,1,1927,0.10695802185163886,4,0,0.6,0.30038809831824065,0,68500,0.6612903225806451,0.08157894736842106,0.047214353163361644
0.4,0.43114035087719293,0.41464928615766605,1,1920,0.18113858539390457,6,0,0.4,0.4411384217335058,0,40000,0.717741935483871,0.43114035087719293,0.4697828139754485
0.5,0.39210526315789473,0.0,1,1966,0.5140885566417481,6,0,0.6,0.44398447606727043,0,149350,0.3467741935483871,0.39210526315789473,0.399748190116462
0.8,0.39473684210526316,0.0,2,2007,0.5175388154111559,7,0,0.5,0.6060155239327296,0,179900,0.016129032258064516,0.39473684210526316,0.2657493592337784
0.5,0.5991228070175438,0.0,2,1959,0.7855089131684877,6,0,0.5,0.5738680465717982,1,165500,0.4032258064516129,0.5991228070175438,0.771167768334907
0.9,0.5381578947368421,0.0,2,2005,0.7055779183438758,6,1,0.5,0.364359637774903,1,277500,0.03225806451612903,0.5381578947368421,0.6617878501731194
0.8,0.9289473684210526,0.819366852886406,3,2004,0.4588844163312249,9,0,0.5,0.7592496765847349,1,309000,0.04032258064516129,0.9289473684210526,0.7197565837792466
0.5,0.33464912280701753,0.0,2,1994,0.4387579068430133,6,0,0.5,0.59372574385511,0,145000,0.12096774193548387,0.33464912280701753,0.2966635190431225
0.5,0.4223684210526316,0.0,2,1954,0.5537665324899368,5,0,0.6,0.4432082794307891,1,153000,0.4435483870967742,0.4223684210526316,0.6581680830972614
0.5,0.3171052631578947,0.0,1,1953,0.4157561817136286,5,1,0.7,0.403751617076326,0,109000,0.45161290322580644,0.3171052631578947,0.4315391879131255
0.4,0.3587719298245614,0.0,0,1955,0.4703852788959172,6,0,0.5,0.28201811125485127,0,82000,0.43548387096774194,0.3587719298245614,0.33994334277620397
0.6,0.4342105263157895,0.0,2,1965,0.5692926969522715,6,0,0.5,0.45135834411384224,1,160000,0.3548387096774194,0.4342105263157895,0.4752911551778407
0.5,0.4359649122807018,0.0,1,1959,0.5715928694652099,5,0,0.6,0.9847994825355758,2,170000,0.4032258064516129,0.4359649122807018,0.6874409820585459
0.5,0.24122807017543857,0.0,2,1983,0.3162737205290397,5,1,0.7,0.4851228978007762,0,144000,0.20967741935483872,0.24122807017543857,0.26817752596789424
0.5,0.2649122807017544,0.0,1,1975,0.34732604945370904,5,1,0.6,0.4864165588615783,0,130250,0.27419354838709675,0.2649122807017544,0.31916902738432473
0.5,0.35789473684210527,0.0,1,1959,0.469235192639448,6,1,0.6,0.40523932729624845,0,141000,0.4032258064516129,0.35789473684210527,0.33836953100409184
0.8,0.5798245614035088,0.0,3,2006,0.7602070155261645,7,0,0.5,0.6090556274256145,0,249700,0.024193548387096774,0.5798245614035088,0.5503844597329017
0.4,0.4903508771929824,0.4444444444444444,0,1920,0.2311673375503163,8,0,0.5,0.17956015523932728,0,113000,0.717741935483871,0.4903508771929824,0.2903682719546742
0.5,0.2723684210526316,0.0,1,1966,0.3571017826336975,6,1,0.7,0.39210866752910734,0,127000,0.3467741935483871,0.2723684210526316,0.1849228832231664
0.6,0.4982456140350877,0.4196151458721291,2,1997,0.2645198389879241,6,0,0.6,0.7884217335058215,0,177000,0.0967741935483871,0.4982456140350877,0.5901794145420207
0.6,0.3692982456140351,0.0,2,1934,0.27717078780908566,6,0,0.6,0.2949547218628719,1,114500,0.6048387096774194,0.21140350877192982,0.07554296506137859
0.5,0.21140350877192982,0.0,2,1963,0.27717078780908566,5,1,0.5,0.43932729624838296,0,110000,0.3709677419354839,0.21140350877192982,0.20396600566572232
0.5,0.44999999999999996,0.0,2,1955,0.5899942495687177,6,0,0.5,0.35278137128072445,1,130000,0.43548387096774194,0.44999999999999996,0.5036197670758575
0.6,0.47850877192982455,0.0,2,1964,0.6273720529039678,7,0,0.5,0.5494825355756792,1,180500,0.3629032258064516,0.47850877192982455,0.39457709429380816
0.8,0.6162280701754386,0.4692737430167598,2,1999,0.37320299022426684,7,1,0.5,0.06241914618369987,0,172500,0.08064516129032259,0.6162280701754386,0.6063671927694589
0.7,0.6078947368421053,0.5338299193047796,2,2004,0.3024726854514088,7,0,0.5,0.6445666235446313,0,196500,0.04032258064516129,0.6078947368421053,0.5935518683394037
0.5,0.1956140350877193,0.0,1,1972,0.2564692351926394,4,0,0.7,0.3570504527813713,0,124900,0.29838709677419356,0.1956140350877193,0.3541076487252124
0.6,0.36140350877192984,0.0,2,2004,0.47383553766532494,5,1,0.5,0.736869340232859,0,158000,0.04032258064516129,0.36140350877192984,0.5269121813031161
0.5,0.34078947368421053,0.32898820608317814,1,1920,0.14203565267395055,6,0,0.7,0.3570504527813713,0,101000,0.717741935483871,0.34078947368421053,0.30768020144790675
0.8,0.45438596491228067,0.0,2,2006,0.5957446808510639,6,0,0.5,0.30802069857697284,1,202500,0.024193548387096774,0.45438596491228067,0.5114888259364181
0.7,0.6035087719298246,0.5015518311607697,2,1921,0.3266244968372628,9,0,0.6,0.5575679172056921,0,140000,0.7096774193548387,0.6035087719298246,0.3305004721435316
0.7,0.7456140350877193,0.606455617628802,2,1997,0.4157561817136286,8,1,0.5,0.49773609314359635,0,219500,0.0967741935483871,0.7456140350877193,0.6338526912181301
0.7,0.5021929824561403,0.0,2,2003,0.6584243818286372,7,1,0.5,0.5811772315653299,0,226000,0.04838709677419355,0.5021929824561403,0.4309995953055442
0.4,0.181140350877193,0.0,1,1945,0.23749281196089708,4,0,0.6,0.18939197930142304,0,80000,0.5161290322580645,0.181140350877193,0.315155807365439
0.7,0.856578947368421,0.6101800124146493,2,1953,0.5577918343875791,7,0,0.4,0.8999353169469598,1,225000,0.45161290322580644,0.856578947368421,0.9759881289626331
0.4,0.22412280701754383,0.0,2,1982,0.2938470385278896,4,1,0.6,0.3828589909443726,0,129500,0.21774193548387097,0.22412280701754383,0.43083097261567516
0.7,0.6070175438596491,0.5170701427684667,2,1998,0.3168487636572743,7,0,0.5,0.5472833117723157,1,185000,0.08870967741935484,0.6070175438596491,0.5922028868204505
0.5,0.32982456140350874,0.0,2,1954,0.43243243243243246,6,1,0.7,0.5510996119016818,0,144900,0.4435483870967742,0.32982456140350874,0.28800755429650604
0.3,0.5574561403508772,0.4748603351955307,1,1915,0.2909718228867165,8,0,0.6,0.26584734799482534,0,107400,0.7580645161290323,0.5574561403508772,0.3806657223796034
0.4,0.2710526315789474,0.0,1,1956,0.3553766532489937,4,0,0.7,0.4395213454075032,0,135750,0.4274193548387097,0.2710526315789474,0.5571293673276676
0.5,0.41710526315789476,0.13221601489757914,1,1948,0.4243818286371478,6,1,0.5,0.4498706338939198,0,127000,0.49193548387096775,0.41710526315789476,0.4446018256216555
0.4,0.6289473684210526,0.0,0,1968,0.8246118458884416,8,0,0.5,0.5884864165588616,0,136500,0.33064516129032256,0.6289473684210526,0.47686496694995273
0.5,0.3929824561403509,0.34016139044072,2,1910,0.20011500862564693,5,0,0.6,0.5666235446313066,0,110000,0.7983870967741935,0.3929824561403509,0.5949008498583568
0.6,0.7929824561403509,0.595903165735568,1,1968,0.4876365727429558,8,0,0.6,0.7322121604139715,1,193500,0.33064516129032256,0.7929824561403509,0.6975920679886685
0.6,0.43991228070175437,0.0,2,1998,0.5767682576193215,5,1,0.5,0.18240620957309184,0,153500,0.08870967741935484,0.43991228070175437,0.6959395656279508
0.8,0.5390350877192982,0.0,3,2007,0.706728004600345,6,0,0.5,0.5514877102199224,1,245000,0.016129032258064516,0.5390350877192982,0.6633616619452314
0.5,0.3206140350877193,0.0,2,1960,0.4203565267395055,6,0,0.5,0.46649417852522646,0,126500,0.3951612903225806,0.3206140350877193,0.2714825306893295
0.7,0.5,0.4158907510862818,2,1995,0.2702702702702703,7,0,0.5,0.44307891332470895,1,168500,0.11290322580645162,0.5,0.4276271415081614
0.8,0.9135964912280702,0.6927374301675978,2,1991,0.5560667050028753,9,0,0.5,0.9300776196636481,1,260000,0.14516129032258066,0.9135964912280702,0.7013954464379393
0.6,0.537719298245614,0.5437616387337058,2,2005,0.20126509488211616,6,0,0.5,0.6617723156532989,1,174000,0.03225806451612903,0.537719298245614,0.6610009442870632
0.6,0.39035087719298245,0.37988826815642457,2,2009,0.15986198964922368,4,0,0.5,0.14689521345407502,0,164500,0.0,0.39035087719298245,0.8781869688385269
0.3,0.5228070175438596,0.0,0,1915,0.39045428407130534,6,0,0.2,0.4391979301423027,0,85000,0.7580645161290323,0.29780701754385963,0.23056342461441615
0.4,0.28771929824561404,0.0,0,1994,0.3772282921219092,5,1,0.5,0.4133247089262614,0,123600,0.12096774193548387,0.28771929824561404,0.3682719546742209
0.4,0.30964912280701756,0.0,2,1950,0.40598044853364,4,0,0.5,0.3570504527813713,0,109900,0.47580645161290325,0.30964912280701756,0.6610009442870632
0.5,0.3951754385964912,0.0,2,1961,0.5181138585393905,6,0,0.3,0.4411384217335058,0,98600,0.3870967741935484,0.3951754385964912,0.4052565313188543
0.5,0.2763157894736842,0.0,2,1921,0.3622771707878091,5,1,0.7,0.7554980595084089,0,163500,0.7096774193548387,0.2763157894736842,0.34372049102927293
0.6,0.8583333333333333,0.6399751707014277,2,1910,0.5324899367452559,9,0,0.6,0.3570504527813713,1,133900,0.7983870967741935,0.8583333333333333,0.6352953520092328
0.6,0.6368421052631579,0.5468653010552452,2,1997,0.32834962622196673,7,1,0.5,0.49527813712807245,0,204750,0.0967741935483871,0.6368421052631579,0.6380682584648589
0.6,0.4982456140350877,0.4903786468032278,2,1993,0.1989649223691777,6,0,0.8,0.5229624838292367,1,185000,0.12903225806451613,0.4982456140350877,0.5901794145420207
0.7,0.55,0.0,2,1999,0.7211040828062105,6,0,0.5,0.5552393272962484,0,214000,0.08064516129032259,0.55,0.683034309096632
0.4,0.27456140350877195,0.0,1,1965,0.3599769982748706,6,1,0.5,0.5977360931435964,0,94750,0.3548387096774194,0.27456140350877195,0.18885741265344658
0.5,0.21973684210526317,0.0,1,1920,0.2880966072455434,5,0,0.5,0.5785899094437258,0,83000,0.717741935483871,0.21973684210526317,0.2219074598677998
0.4,0.3907894736842106,0.0,0,1959,0.5123634272570443,6,1,0.5,0.4941785252263907,0,128950,0.4032258064516129,0.3907894736842106,0.39738747245829387
0.6,0.5596491228070175,0.0,2,1977,0.7337550316273721,6,1,0.7,0.5771668822768435,2,205000,0.25806451612903225,0.5596491228070175,0.7003462385898644
0.6,0.6131578947368421,0.4686530105524519,2,1985,0.3697527314548592,7,0,0.5,0.4868046571798189,1,178000,0.1935483870967742,0.6131578947368421,0.6016457574531229
0.5,0.5267543859649123,0.0,2,1979,0.6906267970097758,8,0,0.5,0.3452781371280725,0,118964,0.24193548387096775,0.5267543859649123,0.3393531633616619
0.7,0.3912280701754386,0.0,3,2009,0.512938470385279,6,0,0.5,0.5641655886157827,0,198900,0.0,0.3912280701754386,0.39817437834435
0.7,0.6508771929824562,0.3674736188702669,1,1931,0.512938470385279,7,0,0.4,0.3931435963777491,2,169500,0.6290322580645161,0.6508771929824562,0.6596519627681101
0.8,0.7271929824561404,0.5828677839851024,2,2003,0.41345600920069014,9,0,0.5,0.49773609314359635,1,250000,0.04838709677419355,0.7271929824561404,0.47843877872206475
0.4,0.312719298245614,0.0,1,1885,0.4100057504312824,6,0,0.7,0.5899094437257438,0,100000,1.0,0.312719298245614,0.25731822474032107
0.5,0.19956140350877194,0.0,1,1948,0.261644623346751,5,0,0.5,0.2794307891332471,0,115000,0.49193548387096775,0.19956140350877194,0.17847025495750712
0.5,0.518859649122807,0.3227808814400993,0,1919,0.3812535940195515,7,0,0.7,0.4411384217335058,0,115000,0.7258064516129032,0.518859649122807,0.4566302441656549
0.6,0.6622807017543859,0.0,2,1977,0.8683151236342727,7,0,0.6,0.6514230271668823,1,190000,0.25806451612903225,0.6622807017543859,0.6771887225145015
0.6,0.6671052631578948,0.3966480446927374,1,1954,0.5071880391029328,7,0,0.4,0.5074385510996119,0,136900,0.4435483870967742,0.6671052631578948,0.684608120868744
0.7,0.48070175438596496,0.40720049658597146,2,2000,0.2530189764232318,7,0,0.5,0.3926261319534282,1,180000,0.07258064516129031,0.48070175438596496,0.3979495480911911
0.6,0.8710526315789474,0.5487274984481688,1,1945,0.6336975273145486,9,1,0.8,0.3608667529107374,1,259500,0.5161290322580645,0.8710526315789474,0.6505088658063161
0.6,0.49298245614035086,0.45251396648044695,2,1999,0.22714203565267396,5,0,0.5,0.10025873221216042,1,176000,0.08064516129032259,0.49298245614035086,0.8101983002832862
0.5,0.33245614035087717,0.0,1,1962,0.4358826912018402,6,0,0.5,0.6426908150064683,1,139000,0.3790322580645161,0.33245614035087717,0.2927289896128422
0.5,0.34692982456140353,0.0,2,2006,0.4548591144335825,5,0,0.5,0.44346701164294955,0,155000,0.024193548387096774,0.34692982456140353,0.49575070821529743
0.6,0.4921052631578947,0.45189323401613907,2,2005,0.22656699252443932,8,0,0.5,0.43861578266494183,1,163990,0.03225806451612903,0.4921052631578947,0.2927289896128422
0.4,0.3460526315789474,0.21787709497206703,1,1939,0.2518688901667625,4,0,0.5,0.2833117723156533,0,100000,0.564516129032258,0.3460526315789474,0.7589707271010386
0.6,0.32719298245614037,0.0,1,1958,0.4289821736630247,5,0,0.7,0.5034928848641657,0,136000,0.41129032258064513,0.32719298245614037,0.45325779036827196
0.6,0.3793859649122807,0.0,2,1993,0.4974123059229443,5,0,0.5,0.4018111254851229,0,153900,0.12903225806451613,0.3793859649122807,0.5656279508970727
0.6,0.5491228070175439,0.0,2,1979,0.7199539965497412,7,0,0.5,0.99372574385511,1,181000,0.24193548387096775,0.5491228070175439,0.50317010656954
0.6,0.2736842105263158,0.0,2,1976,0.35882691201840144,5,0,0.5,0.21009055627425616,1,128000,0.2661290322580645,0.2736842105263158,0.33805476864966943
0.5,0.22192982456140348,0.0,0,1930,0.2909718228867165,5,0,0.7,0.17516170763260025,1,87000,0.6370967741935484,0.22192982456140348,0.22662889518413598
0.6,0.4447368421052632,0.4270639354438237,2,1966,0.18746405980448536,6,0,0.5,0.3822768434670117,1,155000,0.3467741935483871,0.4447368421052632,0.4941768964431852
0.5,0.31535087719298244,0.0,2,1958,0.41345600920069014,6,0,0.7,0.4717335058214748,0,150000,0.41129032258064513,0.31535087719298244,0.26203966005665713
0.7,0.7995614035087719,0.5841092489137182,2,1966,0.5071880391029328,8,0,0.6,0.8098318240620958,2,226000,0.3467741935483871,0.7995614035087719,0.7064447592067988
0.6,0.7543859649122807,0.6405959031657356,2,2000,0.3956296722254169,7,1,0.5,0.6820181112548512,1,244000,0.07258064516129031,0.7543859649122807,0.8188317820045865
0.5,0.43552631578947365,0.0,2,1959,0.5710178263369753,7,1,0.6,0.36921086675291076,0,150750,0.4032258064516129,0.43552631578947365,0.3284769998651018
0.8,0.4219298245614035,0.0,2,2001,0.5531914893617021,6,1,0.5,0.3346054333764554,0,220000,0.06451612903225806,0.4219298245614035,0.45325779036827196
0.5,0.6083333333333333,0.0,2,1968,0.7975848188614146,7,0,0.6,0.5598318240620958,1,180000,0.33064516129032256,0.6083333333333333,0.5942263590988803
0.7,0.5912280701754385,0.0,2,1970,0.7751581368602646,7,0,0.6,0.5640362225097025,1,174000,0.31451612903225806,0.5912280701754385,0.5679212194792931
0.5,0.38596491228070173,0.0,1,1967,0.5060379528464636,5,0,0.5,0.5611254851228978,1,143000,0.3387096774193548,0.38596491228070173,0.5797922568460812
0.7,0.7127192982456141,0.0,3,1988,0.9344450833812535,9,0,0.5,0.6073738680465718,0,171000,0.16935483870967744,0.7127192982456141,0.46112684922883207
0.8,0.6657894736842105,0.526381129733085,3,1999,0.3852788959171938,7,0,0.5,0.4777490297542044,2,230000,0.08064516129032259,0.6657894736842105,0.6825846485903142
0.6,0.6271929824561403,0.5189323401613904,2,1997,0.34157561817136284,7,1,0.5,0.8891332470892627,0,231500,0.0967741935483871,0.6271929824561403,0.6232294617563738
0.4,0.2324561403508772,0.0,0,1971,0.3047728579643474,5,0,0.5,0.5705045278137129,1,115000,0.3064516129032258,0.2324561403508772,0.24929178470254953
0.7,0.6140350877192983,0.0,2,2005,0.8050603795284647,7,1,0.5,0.6445666235446313,0,260000,0.03225806451612903,0.6140350877192983,0.602994738972076
0.5,0.4609649122807018,0.2948479205462446,2,1952,0.3312248418631397,6,0,0.4,0.4424320827943079,0,166000,0.4596774193548387,0.4609649122807018,0.5232924142272584
0.7,0.5118421052631579,0.0,2,1999,0.6710753306497987,6,1,0.5,0.5598318240620958,0,204000,0.08064516129032259,0.5118421052631579,0.6145734970097576
0.5,0.6114035087719298,0.0,2,1963,0.801610120759057,10,1,0.5,0.479948253557568,0,125000,0.3709677419354839,0.6114035087719298,0.24929178470254953
0.6,0.6030701754385965,0.4587212911235258,2,2004,0.3657274295572168,7,0,0.5,0.054463130659767156,0,130000,0.04032258064516129,0.6030701754385965,0.5861324699851611
0.5,0.23728070175438598,0.0,1,1931,0.3110983323749281,5,1,0.7,0.2871927554980595,0,105000,0.6290322580645161,0.23728070175438598,0.2596789423984891
0.7,0.7460526315789474,0.7144630664183736,2,2001,0.3162737205290397,8,0,0.5,0.5061448900388098,1,222500,0.06451612903225806,0.7460526315789474,0.6344428706326724
0.7,0.32719298245614037,0.0,0,2004,0.4289821736630247,6,1,0.5,0.37645536869340235,0,141000,0.04032258064516129,0.32719298245614037,0.28328611898017
0.5,0.4429824561403509,0.2780881440099317,1,1936,0.32317423806785517,7,0,0.4,0.2949547218628719,0,115000,0.5887096774193549,0.4429824561403509,0.33994334277620397
0.5,0.27850877192982454,0.0,2,1975,0.3651523864289822,5,0,0.6,0.5611901681759379,0,122000,0.27419354838709675,0.27850877192982454,0.3484419263456091
0.6,0.7276315789473684,0.5561762880198634,2,1971,0.4387579068430133,8,0,0.5,0.8488357050452782,1,190000,0.3064516129032258,0.7276315789473684,0.6096553352219074
0.6,0.40263157894736845,0.0,2,1960,0.527889591719379,4,1,0.7,0.7645536869340234,1,235000,0.3951612903225806,0.40263157894736845,0.91123701605288
0.6,0.37982456140350873,0.0,1,1923,0.4979873490511789,7,0,0.5,0.6248382923673997,0,125000,0.6935483870967741,0.37982456140350873,0.2428166734115742
0.6,0.33421052631578946,0.32526381129733084,0,1924,0.136860264519839,5,0,0.5,0.5122897800776197,0,79000,0.6854838709677419,0.33421052631578946,0.4683663833805476
0.5,0.30964912280701756,0.0,2,1950,0.40598044853364,5,0,0.7,0.3570504527813713,0,109500,0.47580645161290325,0.30964912280701756,0.41548630783758256
0.8,0.7166666666666667,0.7411545623836127,3,2009,0.2530189764232318,8,0,0.5,0.6677231565329884,1,269500,0.0,0.7166666666666667,0.5949008498583568
0.7,0.7074561403508772,0.5934202358783365,2,2004,0.37780333525014376,8,0,0.5,0.7032341526520052,1,254900,0.04032258064516129,0.7074561403508772,0.5825070821529745
0.6,0.393859649122807,0.0,2,1984,0.5163887291546866,6,0,0.6,0.610608020698577,0,162500,0.20161290322580644,0.393859649122807,0.40289581366068616
0.7,0.5293859649122807,0.0,2,2005,0.6940770557791834,7,0,0.5,0.6793014230271669,1,220000,0.03225806451612903,0.5293859649122807,0.4728180223930931
0.4,0.24035087719298243,0.0,0,1956,0.3151236342725705,4,0,0.6,0.24708926261319536,0,103200,0.4274193548387097,0.24035087719298243,0.4745042492917846
0.6,0.5622807017543859,0.2898820608317815,1,1926,0.4686601495112134,5,0,0.7,0.24062095730918498,0,152000,0.6693548387096774,0.5622807017543859,0.9593956562795087
0.5,0.44780701754385965,0.33954065797641214,0,1940,0.27257044278320874,6,1,0.7,0.545019404915912,0,127500,0.5564516129032258,0.44780701754385965,0.4996852376455776
0.5,0.6723684210526316,0.0,1,1955,0.8815411155836689,7,1,0.5,0.5839586028460544,3,190000,0.43548387096774194,0.6723684210526316,0.6927020099824632
0.7,0.6078947368421053,0.5462445685909373,2,2004,0.2909718228867165,7,0,0.5,0.42457956015523934,1,183500,0.04032258064516129,0.6078947368421053,0.5935518683394037
0.8,0.6021929824561404,0.0,2,1981,0.78953421506613,6,0,0.6,0.9695342820181113,1,228000,0.22580645161290322,0.6021929824561404,0.7766761095372994
0.5,0.45964912280701753,0.0,2,1941,0.2990224266820012,7,0,0.6,0.6906856403622251,0,128500,0.5483870967741935,0.22807017543859648,0.009442870632672351
0.6,0.4508771929824561,0.0,2,1961,0.5911443358251869,6,1,0.5,0.5509055627425614,1,163000,0.3870967741935484,0.4508771929824561,0.5051935788479698
0.6,0.5776315789473684,0.0,2,1986,0.7573317998849914,7,1,0.5,0.6944372574385511,1,184000,0.18548387096774194,0.5776315789473684,0.5470120059355186
0.6,0.7570175438596491,0.5561762880198634,2,1988,0.4772857964347327,8,0,0.5,0.5400388098318241,1,211000,0.16935483870967744,0.7570175438596491,0.6491973559962227
0.5,0.6956140350877194,0.41464928615766605,2,1958,0.527889591719379,8,1,0.5,0.7742561448900388,1,172500,0.41129032258064513,0.6956140350877194,0.56657223796034
0.5,0.27807017543859647,0.0,2,1923,0.36457734330074765,5,0,0.6,0.4424320827943079,0,100000,0.6935483870967741,0.27807017543859647,0.3474976392823418
0.6,0.5223684210526316,0.4692737430167598,2,2000,0.2501437607820587,5,0,0.5,0.028266494178525226,1,177000,0.07258064516129031,0.5223684210526316,0.8734655335221906
0.7,0.643859649122807,0.5592799503414029,1,1920,0.32604945370902827,9,0,0.6,0.38214747736093146,1,200100,0.717741935483871,0.643859649122807,0.378764033154968
0.5,0.44122807017543864,0.0,1,1957,0.5784933870040253,7,0,0.6,0.4773609314359638,1,120000,0.41935483870967744,0.44122807017543864,0.3372453797382975
0.5,0.40263157894736845,0.1961514587212911,2,1908,0.34617596319723987,5,0,0.8,0.3724450194049159,0,127000,0.814516129032258,0.40263157894736845,0.6156751652502361
0.7,0.387280701754386,0.0,2,1990,0.5077630822311674,6,1,0.5,0.5347347994825355,0,173000,0.1532258064516129,0.387280701754386,0.3910922253698458
0.5,0.5798245614035088,0.43699565487274983,1,1916,0.27257044278320874,8,0,0.7,0.5646830530401035,0,135000,0.75,0.5166666666666667,0.32577903682719545
0.5,0.39035087719298245,0.0,2,1979,0.5117883841288097,6,2,0.5,0.3452781371280725,2,153337,0.24193548387096775,0.39035087719298245,0.39660056657223786
0.8,0.5521929824561403,0.0,2,2001,0.7239792984473836,5,1,0.5,0.20976714100905564,1,286000,0.06451612903225806,0.5521929824561403,0.9376770538243626
0.7,0.5021929824561403,0.468032278088144,2,1972,0.2248418631397355,7,1,0.9,0.37464424320827944,0,184000,0.29838709677419356,0.5021929824561403,0.4309995953055442
0.7,0.481140350877193,0.0,2,1999,0.6308223116733755,6,1,0.5,0.4745795601552394,0,192000,0.08064516129032259,0.481140350877193,0.5594900849858357
0.7,0.6030701754385965,0.4587212911235258,2,2004,0.3657274295572168,7,0,0.5,0.054463130659767156,0,130000,0.04032258064516129,0.6030701754385965,0.5861324699851611
0.5,0.2324561403508772,0.0,1,1972,0.3047728579643474,5,0,0.7,0.35575679172056923,0,127000,0.29838709677419356,0.2324561403508772,0.24929178470254953
0.6,0.4921052631578947,0.37306021104903786,2,1976,0.29959746981023583,7,0,0.6,0.038809831824062085,1,148500,0.2661290322580645,0.4921052631578947,0.41548630783758256
